Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81803-69189,QB,Justin,Justin Herbert,Herbert,19.363999938964845,5,17000,DEN@LAC,LAC,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
81803-80001,RB,Austin,Austin Ekeler,Ekeler,19.639999389648438,5,15500,DEN@LAC,LAC,DEN,,,,,,MVP - 1.5X Points/AnyFLEX
81803-22015,QB,Russell,Russell Wilson,Wilson,15.41199951171875,5,15000,DEN@LAC,DEN,LAC,,,,,,MVP - 1.5X Points/AnyFLEX
