Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81947-64843,WR,Jalen,Jalen Guyton,Guyton,3.700000047683716,2,4500,SEA@LAC,LAC,SEA,IR,Knee - acl,,,,WR/FLEX
81947-52560,WR,Geronimo,Geronimo Allison,Allison,0,1,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-90458,RB,Troy,Troy Hairston,Hairston,1,1,4500,HOU@LV,HOU,LV,,,,,,RB/FLEX
81947-93541,RB,Javonte,Javonte Williams,Williams,8.5,4,4500,NYJ@DEN,DEN,NYJ,IR,Knee - acl,,,,RB/FLEX
81947-88430,RB,CJ,CJ Verdell,Verdell,,,4500,IND@TEN,IND,TEN,,,,,,RB/FLEX
81947-39286,TE,O.J.,O.J. Howard,Howard,4.340000152587891,5,4500,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-90487,WR,Kalil,Kalil Pimpleton,Pimpleton,,,4500,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-71039,WR,Kelvin,Kelvin Harmon,Harmon,,,4500,GB@WAS,WAS,GB,,,,,,WR/FLEX
81947-73088,WR,Kekoa,Kekoa Crawford,Crawford,,,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-70023,WR,Cornell,Cornell Powell,Powell,,,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-73095,WR,Samson,Samson Nacua,Nacua,,,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-64905,WR,Trenton,Trenton Irwin,Irwin,1.100000023841858,4,4500,ATL@CIN,CIN,ATL,,,,,,WR/FLEX
81947-64907,WR,J.J.,J.J. Arcega-Whiteside,Arcega-Whiteside,1.149999976158142,4,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-56716,WR,Brayden,Brayden Lenius,Lenius,,,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-47501,WR,Marken,Marken Michel,Michel,,,4500,GB@WAS,WAS,GB,,,,,,WR/FLEX
81947-53646,WR,Austin,Austin Proehl,Proehl,,,4500,NYG@JAC,NYG,JAC,Q,Undisclosed,,,,WR/FLEX
81947-88463,WR,Johnny,Johnny Johnson III,Johnson III,,,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-102802,WR,Makai,Makai Polk,Polk,,,4500,NYG@JAC,NYG,JAC,,,,,,WR/FLEX
81947-90518,WR,Slade,Slade Bolden,Bolden,,,4500,CLE@BAL,BAL,CLE,Q,Undisclosed,,,,WR/FLEX
81947-43416,WR,Trent,Trent Taylor,Taylor,-0.4,5,4500,ATL@CIN,CIN,ATL,,,,,,WR/FLEX
81947-93594,RB,Leddie,Leddie Brown,Brown,,,4500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-64926,WR,Michael,Michael Jacquet III,Jacquet III,,,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-44449,WR,Willie,Willie Snead IV,Snead IV,0.8285714558192662,7,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-90533,RB,Jerome,Jerome Ford,Ford,0,4,4500,CLE@BAL,CLE,BAL,IR,Ankle,,,,RB/FLEX
81947-111012,WR,Kaylon,Kaylon Geiger Sr.,Geiger Sr.,,,4500,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-80299,RB,Patrick,Patrick Ricard,Ricard,1.3800000190734862,5,4500,CLE@BAL,BAL,CLE,Q,Knee,,,,RB/FLEX
81947-62891,WR,Omar,Omar Bayless,Bayless,,,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-63919,WR,Bailey,Bailey Gaither,Gaither,,,4500,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-92590,RB,Raheem,Raheem Blackshear,Blackshear,0,2,4500,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-64949,WR,Ja'Marcus,Ja'Marcus Bradley,Bradley,2.7999998728434243,3,4500,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-114100,RB,Isaiah,Isaiah Spiller,Spiller,,,4500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-72122,WR,Jake,Jake Herslow,Herslow,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-92606,WR,Bo,Bo Melton,Melton,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-69056,WR,Mathew,Mathew Sexton,Sexton,,,4500,KC@SF,KC,SF,Q,Undisclosed,,,,WR/FLEX
81947-55750,WR,Chris,Chris Lacy,Lacy,,,4500,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-72135,WR,T.J.,T.J. Vasher,Vasher,,,4500,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-26057,RB,Michael,Michael Burton,Burton,0.5,3,4500,KC@SF,KC,SF,,,,,,RB/FLEX
81947-86472,WR,John,John Hightower,Hightower,0,1,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-112088,RB,Jerrion,Jerrion Ealy,Ealy,,,4500,KC@SF,KC,SF,O,Suspension,,,,RB/FLEX
81947-103901,WR,Davion,Davion Davis,Davis,1.100000023841858,2,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-73180,WR,Binjimen,Binjimen Victor,Victor,,,4500,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-14820,RB,Nick,Nick Bellore,Bellore,0.8999999761581421,1,4500,SEA@LAC,SEA,LAC,,,,,,RB/FLEX
81947-71143,TE,Kylen,Kylen Granson,Granson,3.9833332697550454,6,4500,IND@TEN,IND,TEN,,,,,,TE/FLEX
81947-31207,TE,C.J.,C.J. Uzomah,Uzomah,1.9666666984558105,3,4500,NYJ@DEN,NYJ,DEN,,,,,,TE/FLEX
81947-152042,WR,Drew,Drew Estrada,Estrada,,,4500,HOU@LV,HOU,LV,Q,Leg,,,,WR/FLEX
81947-72174,WR,Andrew,Andrew Parchment,Parchment,,,4500,TB@CAR,CAR,TB,Q,Undisclosed,,,,WR/FLEX
81947-57840,RB,Rashaad,Rashaad Penny,Penny,10.04000015258789,5,4500,SEA@LAC,SEA,LAC,IR,Ankle,,,,RB/FLEX
81947-113138,WR,Talolo,Talolo Limu-Jones,Limu-Jones,,,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-62967,WR,Preston,Preston Williams,Williams,1.8000000317891438,6,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-103930,WR,Derek,Derek Wright,Wright,,,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-54782,TE,Cameron,Cameron Brate,Brate,3.5799999237060547,5,4500,TB@CAR,TB,CAR,O,Neck,,,,TE/FLEX
81947-103943,WR,Trinity,Trinity Benson,Benson,2.1857143129621233,7,4500,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-88590,RB,Scottie,Scottie Phillips,Phillips,1.600000023841858,2,4500,HOU@LV,HOU,LV,,,,,,RB/FLEX
81947-69150,WR,Jordan,Jordan Veasy,Veasy,0,1,4500,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-96798,RB,Josh,Josh Johnson,Johnson,,,4500,SEA@LAC,SEA,LAC,Q,Undisclosed,,,,RB/FLEX
81947-54817,WR,Diontae,Diontae Spencer,Spencer,-0.25333333015441895,15,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-89632,WR,Connor,Connor Wedington,Wedington,,,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-72235,WR,Damon,Damon Hazelton,Hazelton,,,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-63025,RB,Nathan,Nathan Cottrell,Cottrell,0.30000001192092896,1,4500,NYG@JAC,JAC,NYG,Q,Undisclosed,,,,RB/FLEX
81947-128566,WR,Kameron,Kameron Brown,Brown,,,4500,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-89663,WR,Danny,Danny Davis,Davis,,,4500,GB@WAS,GB,WAS,Q,Ankle,,,,WR/FLEX
81947-128574,RB,Shermari,Shermari Jones,Jones,,,4500,ATL@CIN,CIN,ATL,,,,,,RB/FLEX
81947-87617,WR,Sage,Sage Surratt,Surratt,,,4500,SEA@LAC,LAC,SEA,Q,Undisclosed,,,,WR/FLEX
81947-93767,WR,Calvin,Calvin Jackson Jr.,Jackson Jr.,,,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-71241,WR,Brandon,Brandon Johnson,Johnson,,,4500,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-150090,WR,Cade,Cade Johnson,Johnson,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-104012,WR,Ashton,Ashton Dulin,Dulin,4.6200000762939455,5,4500,IND@TEN,IND,TEN,IR,Foot,,,,WR/FLEX
81947-54863,WR,C.J.,C.J. Goodwin,Goodwin,2.0999999046325684,1,4500,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-69205,WR,Trevon,Trevon Bradford,Bradford,,,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-63061,WR,Gary,Gary Jennings,Jennings,,,4500,KC@SF,KC,SF,Q,Concussion,,,,WR/FLEX
81947-86614,RB,Jeremiah,Jeremiah Hall,Hall,,,4500,NYG@JAC,NYG,JAC,,,,,,RB/FLEX
81947-93782,WR,Travell,Travell Harris,Harris,,,4500,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-72297,RB,Rico,Rico Dowdle,Dowdle,,,4500,DET@DAL,DAL,DET,IR,Ankle,,,,RB/FLEX
81947-86635,WR,Charleston,Charleston Rambo,Rambo,,,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-104054,RB,Sincere,Sincere McCormick,McCormick,,,4500,HOU@LV,LV,HOU,IR,Undisclosed,,,,RB/FLEX
81947-93824,WR,Easop,Easop Winston,Winston,0.3333333333333333,3,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-88707,RB,Kevin,Kevin Marks Jr.,Marks Jr.,,,4500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-55941,RB,Patrick,Patrick Laird,Laird,1.1999999682108562,3,4500,TB@CAR,TB,CAR,,,,,,RB/FLEX
81947-85636,WR,Josh,Josh Johnson,Johnson,,,4500,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-27273,RB,Andy,Andy Janovich,Janovich,2.0799999237060547,5,4500,HOU@LV,HOU,LV,,,,,,RB/FLEX
81947-61072,WR,Stanley,Stanley Morgan,Morgan,0,1,4500,ATL@CIN,CIN,ATL,D,Hamstring,,,,WR/FLEX
81947-94864,RB,Jashaun,Jashaun Corbin,Corbin,,,4500,NYG@JAC,NYG,JAC,,,,,,RB/FLEX
81947-93845,WR,Tay,Tay Martin,Martin,,,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-55970,RB,Royce,Royce Freeman,Freeman,2.6909091255881568,11,4500,HOU@LV,HOU,LV,,,,,,RB/FLEX
81947-52902,WR,Trey,Trey Quinn,Quinn,,,4500,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-94887,RB,Tyler,Tyler Badie,Badie,,,4500,CLE@BAL,BAL,CLE,,,,,,RB/FLEX
81947-93864,RB,Ricky,Ricky Person Jr.,Person Jr.,,,4500,CLE@BAL,BAL,CLE,IR,Undisclosed,,,,RB/FLEX
81947-29357,RB,Kenjon,Kenjon Barner,Barner,0,3,4500,TB@CAR,TB,CAR,Q,Undisclosed,,,,RB/FLEX
81947-96942,WR,Keelan,Keelan Doss,Doss,,,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-69296,WR,Corey,Corey Sutton,Sutton,,,4500,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-89785,RB,Spencer,Spencer Brown,Brown,,,4500,TB@CAR,CAR,TB,,,,,,RB/FLEX
81947-71355,RB,Elijah,Elijah Holyfield,Holyfield,,,4500,ATL@CIN,CIN,ATL,IR,Knee,,,,RB/FLEX
81947-104124,WR,Darrius,Darrius Shepherd,Shepherd,,,4500,NYJ@DEN,DEN,NYJ,,,,,,WR/FLEX
81947-72382,RB,Gabe,Gabe Nabers,Nabers,0.8,5,4500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-139971,WR,Jerreth,Jerreth Sterns,Sterns,,,4500,TB@CAR,TB,CAR,,,,,,WR/FLEX
81947-30403,WR,Chris,Chris Conley,Conley,0,1,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-88776,WR,Ty,Ty Fryfogle,Fryfogle,,,4500,DET@DAL,DAL,DET,,,,,,WR/FLEX
81947-25290,RB,Giovani,Giovani Bernard,Bernard,0,1,4500,TB@CAR,TB,CAR,IR,Ankle,,,,RB/FLEX
81947-53967,RB,Nick,Nick Bawden,Bawden,2.5,1,4500,NYJ@DEN,NYJ,DEN,IR,Undisclosed,,,,RB/FLEX
81947-81616,WR,Rashard,Rashard Davis,Davis,,,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-85714,RB,Tory,Tory Carter,Carter,0,1,4500,IND@TEN,TEN,IND,O,Neck,,,,RB/FLEX
81947-71382,WR,Osirus,Osirus Mitchell,Mitchell,,,4500,GB@WAS,GB,WAS,Q,Quadriceps,,,,WR/FLEX
81947-88793,RB,Stevie,Stevie Scott III,Scott III,,,4500,NYJ@DEN,DEN,NYJ,,,,,,RB/FLEX
81947-94936,RB,Larry,Larry Rountree III,Rountree III,1.677777820163303,9,4500,SEA@LAC,LAC,SEA,,,,,,RB/FLEX
81947-64222,RB,Jordan,Jordan Glasgow,Glasgow,,,4500,IND@TEN,IND,TEN,Q,Undisclosed,,,,RB/FLEX
81947-45791,WR,Rashard,Rashard Higgins,Higgins,3.7916666666666665,12,4500,TB@CAR,CAR,TB,,,,,,WR/FLEX
81947-85731,WR,Racey,Racey McMath,McMath,-0.04000000059604645,5,4500,IND@TEN,TEN,IND,IR,Undisclosed,,,,WR/FLEX
81947-70372,WR,Chester,Chester Rogers,Rogers,-0.6666666666666666,3,4500,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-57064,RB,Ryan,Ryan Nall,Nall,0.6499999761581421,2,4500,DET@DAL,DAL,DET,Q,Shoulder,,,,RB/FLEX
81947-72427,WR,Kwamie,Kwamie Lassiter II,Lassiter II,,,4500,ATL@CIN,CIN,ATL,,,,,,WR/FLEX
81947-64242,WR,Keke,Keke Coutee,Coutee,0,2,4500,IND@TEN,IND,TEN,O,Concussion,,,,WR/FLEX
81947-91897,WR,Ethan,Ethan Fernea,Fernea,,,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-57091,WR,Tim,Tim Patrick,Patrick,8.118749618530273,16,4500,NYJ@DEN,DEN,NYJ,IR,Knee - acl,,,,WR/FLEX
81947-72453,WR,Denzel,Denzel Mims,Mims,1.7299999237060546,10,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-136970,WR,Danny,Danny Gray,Gray,0,2,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-41741,WR,DaeSean,DaeSean Hamilton,Hamilton,,,4500,HOU@LV,HOU,LV,Q,Knee,,,,WR/FLEX
81947-61200,WR,Jaylinn,Jaylinn Hawkins,Hawkins,6,1,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-94993,RB,Pooka,Pooka Williams Jr.,Williams Jr.,0,1,4500,ATL@CIN,CIN,ATL,,,,,,RB/FLEX
81947-40726,RB,Godwin,Godwin Igwebuike,Igwebuike,1.792307633620042,13,4500,SEA@LAC,SEA,LAC,,,,,,RB/FLEX
81947-71459,RB,Brittain,Brittain Brown,Brown,,,4500,HOU@LV,LV,HOU,,,,,,RB/FLEX
81947-56099,RB,Cullen,Cullen Gillaspia,Gillaspia,,,4500,SEA@LAC,SEA,LAC,,,,,,RB/FLEX
81947-82731,WR,Brandon,Brandon Zylstra,Zylstra,4.444444444444445,9,4500,DET@DAL,DET,DAL,,,,,,WR/FLEX
81947-55088,WR,Malik,Malik Turner,Turner,5,8,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-71477,WR,Maurice,Maurice Ffrench,Ffrench,0.30000001192092896,1,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-158520,WR,Daylen,Daylen Baldwin,Baldwin,,,4500,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-38721,RB,Johnny,Johnny Stanton IV,Stanton IV,2.7333332697550454,3,4500,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
81947-73551,WR,Stantley,Stantley Thomas-Oliver III,Thomas-Oliver III,,,4500,TB@CAR,CAR,TB,IR,Thigh,,,,WR/FLEX
81947-72531,WR,Taysir,Taysir Mack,Mack,,,4500,KC@SF,SF,KC,,,,,,WR/FLEX
81947-27477,WR,Sterling,Sterling Shepard,Shepard,9.299999872843424,3,4500,NYG@JAC,NYG,JAC,IR,Knee - acl,,,,WR/FLEX
81947-103252,RB,Zonovan,Zonovan Knight,Knight,,,4500,NYJ@DEN,NYJ,DEN,,,,,,RB/FLEX
81947-93016,RB,B.J.,B.J. Baylor,Baylor,,,4500,ATL@CIN,ATL,CIN,,,,,,RB/FLEX
81947-64350,WR,Jeff,Jeff Smith,Smith,1.2666666507720947,3,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-71519,WR,Dillon,Dillon Stoner,Stoner,,,4500,HOU@LV,LV,HOU,O,Undisclosed,,,,WR/FLEX
81947-93023,RB,Jermar,Jermar Jefferson,Jefferson,5.925000190734863,4,4500,DET@DAL,DET,DAL,,,,,,RB/FLEX
81947-104289,WR,Malik,Malik Taylor,Taylor,0.0800000011920929,5,4500,GB@WAS,GB,WAS,Q,Undisclosed,,,,WR/FLEX
81947-104297,WR,Jason,Jason Moore Jr.,Moore Jr.,7.099999904632568,1,4500,SEA@LAC,LAC,SEA,,,,,,WR/FLEX
81947-169834,WR,Dareke,Dareke Young,Young,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-89964,WR,Justyn,Justyn Ross,Ross,,,4500,KC@SF,KC,SF,IR,Foot,,,,WR/FLEX
81947-70531,WR,Jack,Jack Sorenson,Sorenson,,,4500,ATL@CIN,CIN,ATL,,,,,,WR/FLEX
81947-91012,RB,Greg,Greg Bell,Bell,,,4500,DET@DAL,DET,DAL,IR,Hamstring,,,,RB/FLEX
81947-43912,WR,Chad,Chad Beebe,Beebe,,,4500,HOU@LV,HOU,LV,,,,,,WR/FLEX
81947-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,1.8571428571428572,7,4500,KC@SF,KC,SF,,,,,,RB/FLEX
81947-41867,RB,Jordan,Jordan Wilkins,Wilkins,0,1,4500,IND@TEN,TEN,IND,,,,,,RB/FLEX
81947-45964,WR,Marcus,Marcus Kemp,Kemp,0.6800000190734863,5,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-73616,WR,Willie,Willie Johnson,Johnson,,,4500,NYG@JAC,JAC,NYG,IR,Undisclosed,,,,WR/FLEX
81947-64403,WR,Irvin,Irvin Charles,Charles,,,4500,NYJ@DEN,NYJ,DEN,,,,,,WR/FLEX
81947-169890,WR,LuJuan,LuJuan Winningham,Winningham,,,4500,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-63399,WR,Terry,Terry Godwin II,Godwin II,,,4500,IND@TEN,TEN,IND,,,,,,WR/FLEX
81947-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,,4500,CLE@BAL,CLE,BAL,,,,,,WR/FLEX
81947-169898,WR,Jequez,Jequez Ezzard,Ezzard,,,4500,GB@WAS,WAS,GB,Q,Undisclosed,,,,WR/FLEX
81947-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,,,4500,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-169900,WR,Jared,Jared Bernhardt,Bernhardt,,,4500,ATL@CIN,ATL,CIN,O,Groin,,,,WR/FLEX
81947-169901,WR,Tyshaun,Tyshaun James,James,,,4500,ATL@CIN,ATL,CIN,,,,,,WR/FLEX
81947-55224,RB,Reggie,Reggie Bonnafon,Bonnafon,2.5999999046325684,1,4500,GB@WAS,WAS,GB,,,,,,RB/FLEX
81947-85944,WR,Kyric,Kyric McGowan,McGowan,,,4500,GB@WAS,WAS,GB,,,,,,WR/FLEX
81947-71613,WR,Demetris,Demetris Robertson,Robertson,,,4500,SEA@LAC,SEA,LAC,,,,,,WR/FLEX
81947-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,2.2666666666666666,15,4500,CLE@BAL,CLE,BAL,IR,Achilles,,,,WR/FLEX
81947-43973,RB,Keith,Keith Smith,Smith,0.75,2,4500,ATL@CIN,ATL,CIN,,,,,,RB/FLEX
81947-70601,TE,Harrison,Harrison Bryant,Bryant,3.1799999237060548,5,4500,CLE@BAL,CLE,BAL,,,,,,TE/FLEX
81947-86984,WR,Devon,Devon Williams,Williams,,,4500,CLE@BAL,BAL,CLE,,,,,,WR/FLEX
81947-91085,WR,Michael,Michael Young Jr.,Young Jr.,,,4500,IND@TEN,IND,TEN,,,,,,WR/FLEX
81947-88016,WR,Ryan,Ryan McDaniel,McDaniel,,,4500,NYG@JAC,JAC,NYG,,,,,,WR/FLEX
81947-56289,RB,Jason,Jason Cabinda,Cabinda,1.6999999455043249,7,4500,DET@DAL,DET,DAL,NA,Ankle,,,,RB/FLEX
81947-71662,WR,DJ,DJ Turner,Turner,,,4500,HOU@LV,LV,HOU,IR,Ankle,,,,WR/FLEX
81947-31732,WR,Corey,Corey Coleman,Coleman,,,4500,KC@SF,KC,SF,,,,,,WR/FLEX
81947-86007,WR,Tre,Tre Turner,Turner,,,4500,HOU@LV,LV,HOU,,,,,,WR/FLEX
81947-63479,RB,John,John Kelly Jr.,Kelly Jr.,1.2999999523162842,1,4500,CLE@BAL,CLE,BAL,,,,,,RB/FLEX
81947-104447,TE,Jody,Jody Fortson,Fortson,4.700000127156575,3,4500,KC@SF,KC,SF,,,,,,TE/FLEX
81947-72705,TE,John,John Bates,Bates,2.3600000381469726,5,4400,GB@WAS,WAS,GB,Q,Hamstring,,,,TE/FLEX
81947-12555,D,Baltimore,Baltimore Ravens,Ravens,7.666666666666667,6,4400,CLE@BAL,BAL,CLE,,,,,,DEF
81947-63907,TE,Josh,Josh Oliver,Oliver,3.633333206176758,3,4400,CLE@BAL,BAL,CLE,,,,,,TE/FLEX
81947-89588,TE,Colby,Colby Parkinson,Parkinson,5.650000095367432,4,4400,SEA@LAC,SEA,LAC,,,,,,TE/FLEX
81947-29411,TE,Pharaoh,Pharaoh Brown,Brown,3.450000047683716,4,4400,CLE@BAL,CLE,BAL,,,,,,TE/FLEX
81947-88816,TE,Peyton,Peyton Hendershot,Hendershot,4.5,2,4400,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-14237,TE,Kyle,Kyle Rudolph,Rudolph,0.8500000238418579,2,4400,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-93143,TE,Noah,Noah Gray,Gray,2.816666603088379,6,4400,KC@SF,KC,SF,,,,,,TE/FLEX
81947-104421,TE,Jesper,Jesper Horsted,Horsted,3.4000000953674316,1,4400,HOU@LV,LV,HOU,,,,,,TE/FLEX
81947-57338,TE,Jordan,Jordan Akins,Akins,6.033333460489909,3,4400,HOU@LV,HOU,LV,,,,,,TE/FLEX
81947-79980,TE,Eric,Eric Saubert,Saubert,3.5599998474121093,5,4300,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-58499,TE,Parker,Parker Hesse,Hesse,1.524999976158142,4,4300,ATL@CIN,ATL,CIN,,,,,,TE/FLEX
81947-94345,TE,Cole,Cole Turner,Turner,1.649999976158142,2,4300,GB@WAS,WAS,GB,,,,,,TE/FLEX
81947-12544,D,New York,New York Jets,Jets,8.5,6,4300,NYJ@DEN,NYJ,DEN,,,,,,DEF
81947-89680,TE,Jake,Jake Ferguson,Ferguson,5.166666666666667,3,4300,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-38523,TE,Geoff,Geoff Swaim,Swaim,4.600000063578288,3,4300,IND@TEN,TEN,IND,,,,,,TE/FLEX
81947-61112,TE,Josiah,Josiah Deguara,Deguara,2.0250000953674316,4,4300,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,3.4000000953674316,2,4300,SEA@LAC,LAC,SEA,O,Concussion,,,,TE/FLEX
81947-94094,TE,Brevin,Brevin Jordan,Jordan,1.149999976158142,2,4300,HOU@LV,HOU,LV,Q,Ankle,,,,TE/FLEX
81947-91101,TE,Tommy,Tommy Tremble,Tremble,1.6749999523162842,4,4300,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-68730,TE,Sean,Sean McKeon,McKeon,1.5,1,4200,DET@DAL,DAL,DET,,,,,,TE/FLEX
81947-54426,TE,Andrew,Andrew Beck,Beck,1.8250000476837158,4,4200,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-89283,TE,Tre',Tre' McKitty,McKitty,1.6000000635782878,3,4200,SEA@LAC,LAC,SEA,,,,,,TE/FLEX
81947-83138,TE,Ross,Ross Dwelley,Dwelley,3.9666665395100913,3,4200,KC@SF,SF,KC,,,,,,TE/FLEX
81947-12534,D,Tennessee,Tennessee Titans,Titans,5,5,4200,IND@TEN,TEN,IND,,,,,,DEF
81947-80294,TE,Anthony,Anthony Firkser,Firkser,1.8000000317891438,3,4200,ATL@CIN,ATL,CIN,,,,,,TE/FLEX
81947-6672,TE,Marcedes,Marcedes Lewis,Lewis,6.699999809265137,1,4200,GB@WAS,GB,WAS,,,,,,TE/FLEX
81947-18009,TE,Chris,Chris Manhertz,Manhertz,1.5,2,4200,NYG@JAC,JAC,NYG,,,,,,TE/FLEX
81947-56947,TE,Chris,Chris Myarick,Myarick,2.866666793823242,3,4200,NYG@JAC,NYG,JAC,,,,,,TE/FLEX
81947-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,1.5,3,4200,ATL@CIN,CIN,ATL,,,,,,TE/FLEX
81947-91046,TE,Brock,Brock Wright,Wright,3,1,4200,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-65477,TE,Giovanni,Giovanni Ricci,Ricci,2.7666667302449546,3,4200,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-69655,TE,Stephen,Stephen Sullivan,Sullivan,0.8999999761581421,2,4100,TB@CAR,CAR,TB,,,,,,TE/FLEX
81947-62510,TE,Nick,Nick Boyle,Boyle,0.3499999940395355,2,4100,CLE@BAL,BAL,CLE,,,,,,TE/FLEX
81947-68714,TE,Ko,Ko Kieft,Kieft,2.4000000953674316,1,4100,TB@CAR,TB,CAR,,,,,,TE/FLEX
81947-86178,TE,Dominique,Dominique Dafney,Dafney,0.8800000190734864,5,4100,NYJ@DEN,DEN,NYJ,,,,,,TE/FLEX
81947-83117,TE,Tanner,Tanner Hudson,Hudson,2.75,2,4100,NYG@JAC,NYG,JAC,,,,,,TE/FLEX
81947-12543,D,New York,New York Giants,Giants,6.166666666666667,6,4100,NYG@JAC,NYG,JAC,,,,,,DEF
81947-149832,TE,Shane,Shane Zylstra,Zylstra,2.450000047683716,2,4100,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-56711,TE,Drew,Drew Sample,Sample,0.4000000059604645,2,4100,ATL@CIN,CIN,ATL,IR,Knee - mcl,,,,TE/FLEX
81947-28080,TE,Devin,Devin Funchess,Funchess,,,4100,DET@DAL,DET,DAL,,,,,,TE/FLEX
81947-26038,TE,Tyler,Tyler Kroft,Kroft,1.399999976158142,1,4100,KC@SF,SF,KC,,,,,,TE/FLEX
