QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,"","Instructions"
"82666-69189","82666-93134","82666-40442","82666-53681","82666-60858","82666-55635","82666-41872","82666-89956","82666-12541","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
"","","","","","","","","","",82666-70603:Devin Singletary,82666-70603,RB,Devin,Devin Singletary,Singletary,9.442856924874443,7,6000,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
"","","","","","","","","","",82666-56286:Trace McSorley,82666-56286,QB,Trace,Trace McSorley,McSorley,2.4800000190734863,1,6000,SEA@ARI,ARI,SEA,,,,,,QB
"","","","","","","","","","",82666-89157:Caleb Huntley,82666-89157,RB,Caleb,Caleb Huntley,Huntley,5.416666666666667,6,6000,LAC@ATL,ATL,LAC,,,,,,RB/FLEX
"","","","","","","","","","",82666-62566:Travis Jonsen,82666-62566,QB,Travis,Travis Jonsen,Jonsen,,,6000,LAR@TB,TB,LAR,,,,,,QB
"","","","","","","","","","",82666-68741:Brandon Peters,82666-68741,QB,Brandon,Brandon Peters,Peters,,,6000,LAC@ATL,LAC,ATL,,,,,,QB
"","","","","","","","","","",82666-27801:Nate Sudfeld,82666-27801,QB,Nate,Nate Sudfeld,Sudfeld,,,6000,GB@DET,DET,GB,,,,,,QB
"","","","","","","","","","",82666-29915:Brett Hundley,82666-29915,QB,Brett,Brett Hundley,Hundley,,,6000,BAL@NO,NO,BAL,,,,,,QB
"","","","","","","","","","",82666-130269:Reid Sinnett,82666-130269,QB,Reid,Reid Sinnett,Sinnett,,,6000,MIA@CHI,MIA,CHI,,,,,,QB
"","","","","","","","","","",82666-52451:Samaje Perine,82666-52451,RB,Samaje,Samaje Perine,Perine,4.375,8,6000,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
"","","","","","","","","","",82666-130288:James Robinson,82666-130288,RB,James,James Robinson,Robinson,8.600000381469727,8,6000,BUF@NYJ,NYJ,BUF,,,,,,RB/FLEX
"","","","","","","","","","",82666-91468:Chase Garbers,82666-91468,QB,Chase,Chase Garbers,Garbers,,,6000,LV@JAC,LV,JAC,,,,,,QB
"","","","","","","","","","",82666-93539:Michael Carter,82666-93539,RB,Michael,Michael Carter,Carter,8.5,8,6000,BUF@NYJ,NYJ,BUF,,,,,,RB/FLEX
"","","","","","","","","","",82666-60787:Bryce Perkins,82666-60787,QB,Bryce,Bryce Perkins,Perkins,,,6000,LAR@TB,LAR,TB,,,,,,QB
"","","","","","","","","","",82666-52606:David Blough,82666-52606,QB,David,David Blough,Blough,0.6000000238418579,1,6000,MIN@WAS,MIN,WAS,,,,,,QB
"","","","","","","","","","",82666-103824:Easton Stick,82666-103824,QB,Easton,Easton Stick,Stick,,,6000,LAC@ATL,LAC,ATL,,,,,,QB
"","","","","","","","","","",82666-32158:Garrett Gilbert,82666-32158,QB,Garrett,Garrett Gilbert,Gilbert,7.760000228881836,1,6000,IND@NE,NE,IND,,,,,,QB
"","","","","","","","","","",82666-71077:Cole Kelley,82666-71077,QB,Cole,Cole Kelley,Kelley,,,6000,MIN@WAS,WAS,MIN,,,,,,QB
"","","","","","","","","","",82666-60840:Jake Browning,82666-60840,QB,Jake,Jake Browning,Browning,,,6000,CAR@CIN,CIN,CAR,,,,,,QB
"","","","","","","","","","",82666-89658:Jack Coan,82666-89658,QB,Jack,Jack Coan,Coan,,,6000,IND@NE,IND,NE,,,,,,QB
"","","","","","","","","","",82666-71232:D'Eriq King,82666-71232,QB,D'Eriq,D'Eriq King,King,,,6000,IND@NE,NE,IND,,,,,,QB
"","","","","","","","","","",82666-71242:Jarrett Guarantano,82666-71242,QB,Jarrett,Jarrett Guarantano,Guarantano,,,6000,SEA@ARI,ARI,SEA,,,,,,QB
"","","","","","","","","","",82666-40534:Mike White,82666-40534,QB,Mike,Mike White,White,13.005000114440918,4,6000,BUF@NYJ,NYJ,BUF,,,,,,QB
"","","","","","","","","","",82666-69294:Skylar Thompson,82666-69294,QB,Skylar,Skylar Thompson,Thompson,4.050000190734863,2,6000,MIA@CHI,MIA,CHI,,,,,,QB
"","","","","","","","","","",82666-69302:Feleipe Franks,82666-69302,QB,Feleipe,Feleipe Franks,Franks,0,1,6000,LAC@ATL,ATL,LAC,,,,,,QB
"","","","","","","","","","",82666-73398:Chris Oladokun,82666-73398,QB,Chris,Chris Oladokun,Oladokun,,,6000,TEN@KC,KC,TEN,,,,,,QB
"","","","","","","","","","",82666-69304:Kyle Trask,82666-69304,QB,Kyle,Kyle Trask,Trask,,,6000,LAR@TB,TB,LAR,,,,,,QB
"","","","","","","","","","",82666-52929:Jake Luton,82666-52929,QB,Jake,Jake Luton,Luton,,,6000,BAL@NO,NO,BAL,,,,,,QB
"","","","","","","","","","",82666-87787:J.K. Dobbins,82666-87787,RB,J.K.,J.K. Dobbins,Dobbins,7.800000190734863,4,6000,BAL@NO,BAL,NO,IR,Knee,,,,RB/FLEX
"","","","","","","","","","",82666-85845:Rashod Bateman,82666-85845,WR,Rashod,Rashod Bateman,Bateman,7.666666666666667,6,6000,BAL@NO,BAL,NO,O,Foot,,,,WR/FLEX
"","","","","","","","","","",82666-38767:Chris Streveler,82666-38767,QB,Chris,Chris Streveler,Streveler,1.0199999809265137,2,6000,BUF@NYJ,NYJ,BUF,,,,,,QB
"","","","","","","","","","",82666-169852:Davis Cheek,82666-169852,QB,Davis,Davis Cheek,Cheek,,,6000,CAR@CIN,CAR,CIN,,,,,,QB
"","","","","","","","","","",82666-38837:Danny Etling,82666-38837,QB,Danny,Danny Etling,Etling,,,6000,GB@DET,GB,DET,,,,,,QB
"","","","","","","","","","",82666-69597:Anthony Brown,82666-69597,QB,Anthony,Anthony Brown,Brown,,,6000,BAL@NO,BAL,NO,,,,,,QB
"","","","","","","","","","",82666-71672:K.J. Costello,82666-71672,QB,K.J.,K.J. Costello,Costello,,,6000,BAL@NO,NO,BAL,,,,,,QB
"","","","","","","","","","",82666-63625:Nyheim Hines,82666-63625,RB,Nyheim,Nyheim Hines,Hines,5.842857360839844,7,5900,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
"","","","","","","","","","",82666-90562:Brian Robinson Jr.,82666-90562,RB,Brian,Brian Robinson Jr.,Robinson Jr.,6.449999809265137,4,5900,MIN@WAS,WAS,MIN,,,,,,RB/FLEX
"","","","","","","","","","",82666-93408:Rondale Moore,82666-93408,WR,Rondale,Rondale Moore,Moore,8.640000152587891,5,5900,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
"","","","","","","","","","",82666-71032:Devin Duvernay,82666-71032,WR,Devin,Devin Duvernay,Duvernay,9.850000381469727,8,5900,BAL@NO,BAL,NO,,,,,,WR/FLEX
"","","","","","","","","","",82666-64581:Van Jefferson,82666-64581,WR,Van,Van Jefferson,Jefferson,7.590475899832589,21,5800,LAR@TB,LAR,TB,Q,Knee,,,,WR/FLEX
"","","","","","","","","","",82666-103564:Garrett Wilson,82666-103564,WR,Garrett,Garrett Wilson,Wilson,8.962499618530273,8,5800,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
"","","","","","","","","","",82666-52897:Darrel Williams,82666-52897,RB,Darrel,Darrel Williams,Williams,3.8200000762939452,5,5800,SEA@ARI,ARI,SEA,IR,Hip,,,,RB/FLEX
"","","","","","","","","","",82666-40647:Marquez Valdes-Scantling,82666-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,6.7999997820172995,7,5800,TEN@KC,KC,TEN,,,,,,WR/FLEX
"","","","","","","","","","",82666-57299:Gerald Everett,82666-57299,TE,Gerald,Gerald Everett,Everett,8,7,5800,LAC@ATL,LAC,ATL,,,,,,TE/FLEX
"","","","","","","","","","",82666-86229:Jahan Dotson,82666-86229,WR,Jahan,Jahan Dotson,Dotson,11.550000190734863,4,5700,MIN@WAS,WAS,MIN,Q,Hamstring,,,,WR/FLEX
"","","","","","","","","","",82666-70157:Darrell Henderson Jr.,82666-70157,RB,Darrell,Darrell Henderson Jr.,Henderson Jr.,6.971428462437221,7,5700,LAR@TB,LAR,TB,,,,,,RB/FLEX
"","","","","","","","","","",82666-25267:Mack Hollins,82666-25267,WR,Mack,Mack Hollins,Hollins,9.037142617361885,7,5700,LV@JAC,LV,JAC,Q,Heel,,,,WR/FLEX
"","","","","","","","","","",82666-53097:Josh Reynolds,82666-53097,WR,Josh,Josh Reynolds,Reynolds,8.671428680419922,7,5700,GB@DET,DET,GB,Q,Back,,,,WR/FLEX
"","","","","","","","","","",82666-112745:Drake London,82666-112745,WR,Drake,Drake London,London,7.949999809265137,8,5600,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
"","","","","","","","","","",82666-70027:Zack Moss,82666-70027,RB,Zack,Zack Moss,Moss,2.660000038146973,5,5600,IND@NE,IND,NE,,,,,,RB/FLEX
"","","","","","","","","","",82666-89220:Tyquan Thornton,82666-89220,WR,Tyquan,Tyquan Thornton,Thornton,6.300000190734863,4,5600,IND@NE,NE,IND,,,,,,WR/FLEX
"","","","","","","","","","",82666-52613:Curtis Samuel,82666-52613,WR,Curtis,Curtis Samuel,Samuel,10.074999809265137,8,5600,MIN@WAS,WAS,MIN,,,,,,WR/FLEX
"","","","","","","","","","",82666-86312:Alec Pierce,82666-86312,WR,Alec,Alec Pierce,Pierce,7.899999891008649,7,5500,IND@NE,IND,NE,,,,,,WR/FLEX
"","","","","","","","","","",82666-41305:Zay Jones,82666-41305,WR,Zay,Zay Jones,Jones,8,7,5500,LV@JAC,JAC,LV,,,,,,WR/FLEX
"","","","","","","","","","",82666-45439:Corey Davis,82666-45439,WR,Corey,Corey Davis,Davis,8.085714067731585,7,5500,BUF@NYJ,NYJ,BUF,Q,Knee - mcl,,,,WR/FLEX
"","","","","","","","","","",82666-53639:Isaiah McKenzie,82666-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,8.466666539510092,6,5500,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
"","","","","","","","","","",82666-92575:Isiah Pacheco,82666-92575,RB,Isiah,Isiah Pacheco,Pacheco,3.8714286259242465,7,5500,TEN@KC,KC,TEN,,,,,,RB/FLEX
"","","","","","","","","","",82666-33260:DeVante Parker,82666-33260,WR,DeVante,DeVante Parker,Parker,6.514285496303013,7,5500,IND@NE,NE,IND,Q,Knee,,,,WR/FLEX
"","","","","","","","","","",82666-31394:Jarvis Landry,82666-31394,WR,Jarvis,Jarvis Landry,Landry,6.574999809265137,4,5500,BAL@NO,NO,BAL,Q,Ankle,,,,WR/FLEX
"","","","","","","","","","",82666-27441:Damien Williams,82666-27441,RB,Damien,Damien Williams,Williams,0.20000000298023224,1,5500,LAC@ATL,ATL,LAC,IR,Ribs,,,,RB/FLEX
"","","","","","","","","","",82666-56265:Mike Gesicki,82666-56265,TE,Mike,Mike Gesicki,Gesicki,7.25,8,5500,MIA@CHI,MIA,CHI,,,,,,TE/FLEX
"","","","","","","","","","",82666-29685:Robert Woods,82666-29685,WR,Robert,Robert Woods,Woods,5.7999997820172995,7,5500,TEN@KC,TEN,KC,,,,,,WR/FLEX
"","","","","","","","","","",82666-89230:Cam Akers,82666-89230,RB,Cam,Cam Akers,Akers,4.3799999237060545,5,5500,LAR@TB,LAR,TB,,,,,,RB/FLEX
"","","","","","","","","","",82666-62628:DeAndre Carter,82666-62628,WR,DeAndre,DeAndre Carter,Carter,5.128571646554129,7,5500,LAC@ATL,LAC,ATL,,,,,,WR/FLEX
"","","","","","","","","","",82666-38264:Demarcus Robinson,82666-38264,WR,Demarcus,Demarcus Robinson,Robinson,3.9285714285714284,7,5500,BAL@NO,BAL,NO,,,,,,WR/FLEX
"","","","","","","","","","",82666-91626:James Cook,82666-91626,RB,James,James Cook,Cook,3.9285714285714284,7,5500,BUF@NYJ,BUF,NYJ,,,,,,RB/FLEX
"","","","","","","","","","",82666-169776:Christian Watson,82666-169776,WR,Christian,Christian Watson,Watson,3.6599998474121094,5,5500,GB@DET,GB,DET,Q,Concussion,,,,WR/FLEX
"","","","","","","","","","",82666-24641:Sammy Watkins,82666-24641,WR,Sammy,Sammy Watkins,Watkins,4.875,4,5400,GB@DET,GB,DET,,,,,,WR/FLEX
"","","","","","","","","","",82666-57986:Hunter Renfrow,82666-57986,WR,Hunter,Hunter Renfrow,Renfrow,4.720000076293945,5,5400,LV@JAC,LV,JAC,,,,,,WR/FLEX
"","","","","","","","","","",82666-70422:Kalif Raymond,82666-70422,WR,Kalif,Kalif Raymond,Raymond,4.657142639160156,7,5400,GB@DET,DET,GB,,,,,,WR/FLEX
"","","","","","","","","","",82666-56262:Parris Campbell,82666-56262,WR,Parris,Parris Campbell,Campbell,7.25,8,5400,IND@NE,IND,NE,,,,,,WR/FLEX
"","","","","","","","","","",82666-72776:Alexander Mattison,82666-72776,RB,Alexander,Alexander Mattison,Mattison,5.928571428571429,7,5400,MIN@WAS,MIN,WAS,,,,,,RB/FLEX
"","","","","","","","","","",82666-60712:Foster Moreau,82666-60712,TE,Foster,Foster Moreau,Moreau,5.199999809265137,4,5400,LV@JAC,LV,JAC,,,,,,TE/FLEX
"","","","","","","","","","",82666-71105:Ben Skowronek,82666-71105,WR,Ben,Ben Skowronek,Skowronek,6.114285605294364,7,5400,LAR@TB,LAR,TB,,,,,,WR/FLEX
"","","","","","","","","","",82666-85672:Terrace Marshall Jr.,82666-85672,WR,Terrace,Terrace Marshall Jr.,Marshall Jr.,4.949999809265137,4,5400,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
"","","","","","","","","","",82666-30678:Damiere Byrd,82666-30678,WR,Damiere,Damiere Byrd,Byrd,7.050000190734863,4,5400,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
"","","","","","","","","","",82666-170287:Rashid Shaheed,82666-170287,WR,Rashid,Rashid Shaheed,Shaheed,9.166666666666666,3,5300,BAL@NO,NO,BAL,,,,,,WR/FLEX
"","","","","","","","","","",82666-63855:K.J. Osborn,82666-63855,WR,K.J.,K.J. Osborn,Osborn,5.842857360839844,7,5300,MIN@WAS,MIN,WAS,,,,,,WR/FLEX
"","","","","","","","","","",82666-64031:Hayden Hurst,82666-64031,TE,Hayden,Hayden Hurst,Hurst,6.912499904632568,8,5300,CAR@CIN,CIN,CAR,,,,,,TE/FLEX
"","","","","","","","","","",82666-137902:Rachaad White,82666-137902,RB,Rachaad,Rachaad White,White,4.287499904632568,8,5300,LAR@TB,TB,LAR,,,,,,RB/FLEX
"","","","","","","","","","",82666-54608:Jerick McKinnon,82666-54608,RB,Jerick,Jerick McKinnon,McKinnon,5.142857142857143,7,5300,TEN@KC,KC,TEN,,,,,,RB/FLEX
"","","","","","","","","","",82666-56698:Dante Pettis,82666-56698,WR,Dante,Dante Pettis,Pettis,5.057143075125558,7,5300,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
"","","","","","","","","","",82666-32243:Marquise Goodwin,82666-32243,WR,Marquise,Marquise Goodwin,Goodwin,6.150000254313151,6,5300,SEA@ARI,SEA,ARI,Q,Groin,,,,WR/FLEX
"","","","","","","","","","",82666-52808:Dontrell Hilliard,82666-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,8.299999872843424,6,5300,TEN@KC,TEN,KC,,,,,,RB/FLEX
"","","","","","","","","","",82666-22103:Marvin Jones Jr.,82666-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,6.214285714285714,7,5300,LV@JAC,JAC,LV,,,,,,WR/FLEX
"","","","","","","","","","",82666-91971:Ronnie Rivers,82666-91971,RB,Ronnie,Ronnie Rivers,Rivers,3.75,2,5300,LAR@TB,LAR,TB,,,,,,RB/FLEX
"","","","","","","","","","",82666-71521:Justice Hill,82666-71521,RB,Justice,Justice Hill,Hill,3.2999998728434243,6,5300,BAL@NO,BAL,NO,,,,,,RB/FLEX
"","","","","","","","","","",82666-14190:Julio Jones,82666-14190,WR,Julio,Julio Jones,Jones,6.799999872843425,3,5300,LAR@TB,TB,LAR,,,,,,WR/FLEX
"","","","","","","","","","",82666-86518:Khalil Shakir,82666-86518,WR,Khalil,Khalil Shakir,Shakir,4.040000152587891,5,5200,BUF@NYJ,BUF,NYJ,,,,,,WR/FLEX
"","","","","","","","","","",82666-72453:Denzel Mims,82666-72453,WR,Denzel,Denzel Mims,Mims,4.75,2,5200,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
"","","","","","","","","","",82666-64389:Nick Westbrook-Ikhine,82666-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,3.459999847412109,5,5200,TEN@KC,TEN,KC,,,,,,WR/FLEX
"","","","","","","","","","",82666-41872:Evan Engram,82666-41872,TE,Evan,Evan Engram,Engram,7.125,8,5200,LV@JAC,JAC,LV,,,,,,TE/FLEX
"","","","","","","","","","",82666-64496:Olamide Zaccheaus,82666-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,6.324999809265137,8,5200,LAC@ATL,ATL,LAC,,,,,,WR/FLEX
"","","","","","","","","","",82666-29683:Nelson Agholor,82666-29683,WR,Nelson,Nelson Agholor,Agholor,4.600000108991351,7,5200,IND@NE,NE,IND,,,,,,WR/FLEX
"","","","","","","","","","",82666-60451:Tyler Conklin,82666-60451,TE,Tyler,Tyler Conklin,Conklin,8.125,8,5200,BUF@NYJ,NYJ,BUF,,,,,,TE/FLEX
"","","","","","","","","","",82666-64841:Equanimeous St. Brown,82666-64841,WR,Equanimeous,Equanimeous St. Brown,St. Brown,4.037499904632568,8,5200,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
"","","","","","","","","","",82666-32234:Malcolm Brown,82666-32234,RB,Malcolm,Malcolm Brown,Brown,2.1500000953674316,2,5200,LAR@TB,LAR,TB,,,,,,RB/FLEX
"","","","","","","","","","",82666-52916:Russell Gage,82666-52916,WR,Russell,Russell Gage,Gage,6.228571210588727,7,5200,LAR@TB,TB,LAR,Q,Hamstring,,,,WR/FLEX
"","","","","","","","","","",82666-55694:Mike Thomas,82666-55694,WR,Mike,Mike Thomas,Thomas,2.2666667302449546,3,5100,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
"","","","","","","","","","",82666-56059:Trent Sherfield,82666-56059,WR,Trent,Trent Sherfield,Sherfield,2.9000000953674316,8,5100,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
"","","","","","","","","","",82666-64585:Dawson Knox,82666-64585,TE,Dawson,Dawson Knox,Knox,6.049999872843425,6,5100,BUF@NYJ,BUF,NYJ,,,,,,TE/FLEX
"","","","","","","","","","",82666-69168:N'Keal Harry,82666-69168,WR,N'Keal,N'Keal Harry,Harry,5.650000095367432,2,5100,MIA@CHI,CHI,MIA,,,,,,WR/FLEX
"","","","","","","","","","",82666-26251:Robbie Anderson,82666-26251,WR,Robbie,Robbie Anderson,Anderson,4.442857197352818,7,5100,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
"","","","","","","","","","",82666-87859:Laviska Shenault Jr.,82666-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,5.599999904632568,4,5100,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
"","","","","","","","","","",82666-57342:Tre'Quan Smith,82666-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,6.083333333333333,6,5100,BAL@NO,NO,BAL,,,,,,WR/FLEX
"","","","","","","","","","",82666-24755:Jamison Crowder,82666-24755,WR,Jamison,Jamison Crowder,Crowder,2.25,4,5000,BUF@NYJ,BUF,NYJ,IR,Ankle,,,,WR/FLEX
"","","","","","","","","","",82666-12526:Buffalo Bills,82666-12526,D,Buffalo,Buffalo Bills,Bills,10.714285714285714,7,5000,BUF@NYJ,BUF,NYJ,,,,,,DEF
"","","","","","","","","","",82666-80289:Kendrick Bourne,82666-80289,WR,Kendrick,Kendrick Bourne,Bourne,3.2142857142857144,7,5000,IND@NE,NE,IND,,,,,,WR/FLEX
"","","","","","","","","","",82666-80353:Robert Tonyan,82666-80353,TE,Robert,Robert Tonyan,Tonyan,6.512499809265137,8,5000,GB@DET,GB,DET,,,,,,TE/FLEX
"","","","","","","","","","",82666-88575:Elijah Moore,82666-88575,WR,Elijah,Elijah Moore,Moore,4.649999936421712,6,5000,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
"","","","","","","","","","",82666-86687:Marquise Brown,82666-86687,WR,Marquise,Marquise Brown,Brown,14.666666666666666,6,5000,SEA@ARI,ARI,SEA,IR,Foot,,,,WR/FLEX
"","","","","","","","","","",82666-93134:Deon Jackson,82666-93134,RB,Deon,Deon Jackson,Jackson,6.759999847412109,5,5000,IND@NE,IND,NE,,,,,,RB/FLEX
"","","","","","","","","","",82666-52345:Brandon Powell,82666-52345,WR,Brandon,Brandon Powell,Powell,1.6714285441807337,7,5000,LAR@TB,LAR,TB,,,,,,WR/FLEX
"","","","","","","","","","",82666-87260:Isaiah Likely,82666-87260,TE,Isaiah,Isaiah Likely,Likely,4.585714067731585,7,5000,BAL@NO,BAL,NO,,,,,,TE/FLEX
"","","","","","","","","","",82666-91677:Shi Smith,82666-91677,WR,Shi,Shi Smith,Smith,1.8125,8,5000,CAR@CIN,CAR,CIN,,,,,,WR/FLEX
"","","","","","","","","","",82666-69295:Byron Pringle,82666-69295,WR,Byron,Byron Pringle,Pringle,2.1500000953674316,2,5000,MIA@CHI,CHI,MIA,IR,Calf,,,,WR/FLEX
"","","","","","","","","","",82666-110259:Treylon Burks,82666-110259,WR,Treylon,Treylon Burks,Burks,4.775000095367432,4,5000,TEN@KC,TEN,KC,IR,Toe,,,,WR/FLEX
"","","","","","","","","","",82666-52917:DJ Chark Jr.,82666-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,6.433333079020183,3,5000,GB@DET,DET,GB,IR,Ankle,,,,WR/FLEX
"","","","","","","","","","",82666-26355:Logan Thomas,82666-26355,TE,Logan,Logan Thomas,Thomas,5.775000095367432,4,5000,MIN@WAS,WAS,MIN,Q,Calf,,,,TE/FLEX
"","","","","","","","","","",82666-91902:Kyle Philips,82666-91902,WR,Kyle,Kyle Philips,Philips,1.9500000476837158,4,5000,TEN@KC,TEN,KC,IR,Hamstring,,,,WR/FLEX
"","","","","","","","","","",82666-14187:A.J. Green,82666-14187,WR,A.J.,A.J. Green,Green,2.1000000635782876,6,5000,SEA@ARI,ARI,SEA,,,,,,WR/FLEX
"","","","","","","","","","",82666-14257:Randall Cobb,82666-14257,WR,Randall,Randall Cobb,Cobb,5.783333460489909,6,5000,GB@DET,GB,DET,IR,Ankle,,,,WR/FLEX
"","","","","","","","","","",82666-65724:JaMycal Hasty,82666-65724,RB,JaMycal,JaMycal Hasty,Hasty,3.1000000635782876,6,4900,LV@JAC,JAC,LV,,,,,,RB/FLEX
"","","","","","","","","","",82666-12541:New England Patriots,82666-12541,D,New England,New England Patriots,Patriots,9.5,8,4900,IND@NE,NE,IND,,,,,,DEF
"","","","","","","","","","",82666-92545:Keaontay Ingram,82666-92545,RB,Keaontay,Keaontay Ingram,Ingram,5.699999809265137,2,4900,SEA@ARI,ARI,SEA,,,,,,RB/FLEX
"","","","","","","","","","",82666-53640:Sony Michel,82666-53640,RB,Sony,Sony Michel,Michel,2.6999999455043246,7,4900,LAC@ATL,LAC,ATL,,,,,,RB/FLEX
"","","","","","","","","","",82666-43416:Trent Taylor,82666-43416,WR,Trent,Trent Taylor,Taylor,-0.14285714285714285,7,4900,CAR@CIN,CIN,CAR,,,,,,WR/FLEX
"","","","","","","","","","",82666-27229:Ameer Abdullah,82666-27229,RB,Ameer,Ameer Abdullah,Abdullah,1.3285714558192663,7,4900,LV@JAC,LV,JAC,,,,,,RB/FLEX
"","","","","","","","","","",82666-92976:Tutu Atwell,82666-92976,WR,Tutu,Tutu Atwell,Atwell,1.7000000476837158,4,4900,LAR@TB,LAR,TB,,,,,,WR/FLEX
"","","","","","","","","","",82666-72725:Irv Smith Jr.,82666-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,5.685714176722935,7,4900,MIN@WAS,MIN,WAS,IR,Ankle,,,,TE/FLEX
"","","","","","","","","","",82666-52495:Braxton Berrios,82666-52495,WR,Braxton,Braxton Berrios,Berrios,4.510000228881836,8,4900,BUF@NYJ,NYJ,BUF,,,,,,WR/FLEX
"","","","","","","","","","",82666-64808:Juwan Johnson,82666-64808,TE,Juwan,Juwan Johnson,Johnson,5.512499809265137,8,4900,BAL@NO,NO,BAL,,,,,,TE/FLEX
"","","","","","","","","","",82666-56708:Will Dissly,82666-56708,TE,Will,Will Dissly,Dissly,6.137499809265137,8,4900,SEA@ARI,SEA,ARI,,,,,,TE/FLEX
"","","","","","","","","","",82666-73130:Chris Evans,82666-73130,RB,Chris,Chris Evans,Evans,0.6666666666666666,6,4900,CAR@CIN,CIN,CAR,,,,,,RB/FLEX
"","","","","","","","","","",82666-112062:Skyy Moore,82666-112062,WR,Skyy,Skyy Moore,Moore,1.2857142857142858,7,4900,TEN@KC,KC,TEN,,,,,,WR/FLEX
"","","","","","","","","","",82666-89785:Spencer Brown,82666-89785,RB,Spencer,Spencer Brown,Brown,2.700000047683716,1,4900,CAR@CIN,CAR,CIN,,,,,,RB/FLEX
"","","","","","","","","","",82666-63186:James Proche II,82666-63186,WR,James,James Proche II,Proche II,2.549999952316284,2,4900,BAL@NO,BAL,NO,,,,,,WR/FLEX
"","","","","","","","","","",82666-89970:Amari Rodgers,82666-89970,WR,Amari,Amari Rodgers,Rodgers,0.625,8,4900,GB@DET,GB,DET,,,,,,WR/FLEX
"","","","","","","","","","",82666-69581:Cedrick Wilson Jr.,82666-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,1.3600000381469726,5,4900,MIA@CHI,MIA,CHI,,,,,,WR/FLEX
"","","","","","","","","","",82666-104424:Craig Reynolds,82666-104424,RB,Craig,Craig Reynolds,Reynolds,4.383333206176758,6,4900,GB@DET,DET,GB,,,,,,RB/FLEX
"","","","","","","","","","",82666-71705:Noah Fant,82666-71705,TE,Noah,Noah Fant,Fant,4.324999809265137,8,4800,SEA@ARI,SEA,ARI,Q,Hamstring,,,,TE/FLEX
"","","","","","","","","","",82666-79979:Jamal Agnew,82666-79979,WR,Jamal,Jamal Agnew,Agnew,4.366666793823242,6,4800,LV@JAC,JAC,LV,Q,Knee,,,,WR/FLEX
"","","","","","","","","","",82666-79998:Keelan Cole,82666-79998,WR,Keelan,Keelan Cole,Cole,1.4249999523162842,4,4800,LV@JAC,LV,JAC,,,,,,WR/FLEX
"","","","","","","","","","",82666-43334:J.D. McKissic,82666-43334,RB,J.D.,J.D. McKissic,McKissic,5.287499904632568,8,4800,MIN@WAS,WAS,MIN,Q,Neck,,,,RB/FLEX
"","","","","","","","","","",82666-72182:Dee Eskridge,82666-72182,WR,Dee,Dee Eskridge,Eskridge,1.471428598676409,7,4800,SEA@ARI,SEA,ARI,,,,,,WR/FLEX
"","","","","","","","","","",82666-53913:Cody Hollister,82666-53913,WR,Cody,Cody Hollister,Hollister,2.300000031789144,3,4800,TEN@KC,TEN,KC,,,,,,WR/FLEX
"","","","","","","","","","",82666-86811:Cade Otton,82666-86811,TE,Cade,Cade Otton,Otton,4.466666539510091,6,4800,LAR@TB,TB,LAR,,,,,,TE/FLEX
"","","","","","","","","","",82666-41997:River Cracraft,82666-41997,WR,River,River Cracraft,Cracraft,2.8600000381469726,5,4800,MIA@CHI,MIA,CHI,Q,Neck,,,,WR/FLEX
